puuid,accountId,summonerId,summonerName,leaguePoints
zgTiSwQUUWxYAWYnKZsGGCvl_ItuPlvtQu_HWhPVh_ixoH1NBIkdZ_zCEWLwKPZRYrSyGWCfQm2FoQ,yBz8Co0rWAWa9McF5txIwXUcHqEBMMBZlW6QyPdko7NtDDbCxSNR0uxN,IZXqDBtrYAF-eCB-_r8TjeGWCHHmvJAInBe_plgPqm9xmOPV1euBMlB1Qg,ide na kórwy,1001
WGNTSGID5Mr4np8tbdShYIlb90q5Cdzy2JwlvZG2irZ7jc-ehRYRZgpE0mLf8ZPtf1C_opSsi_Z-cQ,7zdQJClVS9ESYW1LGWVH1QUYMhGSp-iUqU9IzEuIDfjkJNo,jLgp0F_8K90GFWd5R6pe-WK699i2lSfzULtYlr-WBvJSC7f5,esuba thale,1000
225_8I7PDsasPkjm5PldeoBh1UgP0OTSOphtr9_kvL2jLCVVdbXbZrTWIxkTbNFAYsEgiQamYVj-jg,KiGiM2m5d9VO9Yntl0_4q6CX1VbosUXsc5L1aE5n4fnkGkAieCdlQjrw,k0J0Dl-RWqCAlCX8W1Njncsfyr8xUqYP2SmZOw5svOrTGgLU,USE Reptile,1000
J95jAPZub3ow8PHBlCkrEjiFZtKE0URmUsUyd5t_G6dA9QYQ4KUX7PrgdQhN1vOmnnd3ueoI_69J-Q,i1IrLgcJifGkfAKmyCcgbaP1cu7OoyPj0T8VyX9wLH_ZaIS8g5AiBjvh,L8MM4jQKbr-wvIM0Ii1D-W1tXb3vBzdX856Sk2AyKe-W8xt2,DIA Shy Carry,1000
uvV3O_wo24fgQ3W_tz_Rx51dXkAvaEq2ZPCeaiSRwTfaZIBGKFAdy4EG-YG0pz0pC3e5uiWpR3QSSg,Dafcztjc_cBxC7O1hhCMCiO0mN_fE4H-SV5slm9kDQu3qpxpUPwYJGqy,XmWnpw-uG_6mWP4CGqT-jvbpTa6eW1XsfPQ5cFJmhjTL3F3FksAqnU6MjA,OCZYBOLĄODGRANIA,1000
AFxojBM3mToZG4BJtVa5kOM1kfkSohipRzmPgwJb617OYfG6VE2ufvRCkBsN6fY9PhfUoFw279TVYg,s98zmLR0_n3AYh7K_ah9GpTU4n4a9y0pPAcnvBA7U3gwbYJkm8nTktMl,YghxY_VI8PjW-jgY1Hp1E6ZAXWZJyGgEdseKFQnfP_1upKgGKD4Pcp0tRw,Koearn kid,1000
2kYQnlLXHPuSX3YHhxs1CNIKItpqGeLQs29xxTjiObS7FJ1Fjqi7C-4cvRiR6pUvawxA7KB8Vje36A,_4YL7uinTTyGIIPZbJrNNqAemi6DPsFS5_4lQTxPoCpdb0ZWLuWD4fXX,Ig73DuUCq_t91xQ-7Vd9ZbcU95T9QMewm-w146SoIUjoA5Ay,Jeyrus,1000
5Yw_oI577QViSdgDYGYKZNlcsqjaAWFPZ3dMwP59iIJivTPIFOjYSDSlCm5E1MQNtf1BzFqN0Czbzg,ANdh7fdZHL-H3Gf84huofGBdsEyAmpERpuGAgNGzNdL0ndE,qX_4SS-mPM3VfHZJJioaG_eBB4hJzgVmDq4ek03Jc8YFHIg,Jagt,1000
OPQ6PdHY2HCOacMHSdP0dlpTlWNWbneSUlKVBCt_WkP3xA5uSDE_oZDvXJrfQE9ejAtlfvSn9R_b3g,EuyhGz-MUsyeAKBQvN3TEESDtPuQjrbqXJLT9ZjebEMwZ28okwqpZGKW,1bSQLCAofni0QI3Hyh640riVi1hgvy8YeKENhpN1otZkV3Uw,Ox Caliste ,1000
ylWV4630Z1FjDjcNrHaC1x1nzlTubutKfmh4vY8HB8VnWWWgcPMJ3I7FrTGz-2fzyBltVw7zlRJuTQ,wBDsA0spBYdqcaCX0t4hSKhlPIpd8YnhCXV3NKFjjikDzH8,KPQ_92X507tLrq_N850l_OuLU76sGFn66lIq92eYptd4Gd0,SPKTR,1000
I7hwfP2yCNQs9ru9gOoaiULW1q-Sluzi61Lw2wuNYrCUXxeXKvvpnVyTjD5C_w_5D99uNqTieQknVg,7EiEa52AyuKzfc2RaEB6OH9TaMafgpR2MCDkIX9j0KnLJL4,ss3UFY1MIxd4RMQ--uBHj7bFvHIyBguQFj8R55UkTSiFPGU,Tαkumi Fujiwara,1000
OkArStawhvlUdFkf4OX0Lxv4idqreYBYIGw63Q0_jRu1gGeGmCqEAVyyLUrnBRPs2bmJmBx662Mkmg,_Vve3cLsIEeYNnr62Asd93796cYCx0JrsUHpR7GSb2fH2Xo,GZpX-0G39I4NaIwCxTCFRgtkGDvQqV80TCipdQ2O0br4YyY,Saviour LFT,1000
RxWtGbSZ0m_HvTofUGT_Q8_GgDm6ixZDtG0hRk8mAxtblcrOVxQLJl8OTBUS6dQa8iFmvQNm60Bxgw,6VFKFjVDO0ZLxnLvx93lL2GM6X5qBh-NjdgoqDWwx3m3qE0,DXTO4AHVlHjQBmlO5BIy_ofOiv0Z3_5TRSqRRv4nbccrq9A,Kieran Tierney,999
2VMnfZqt-eW6vbKAbdJ9HauymTvvpUlrS2IC9Kt2KOZRhqNhgB4FSPg2D4bfAbgPlBizgH0zfmesWA,zEw4vfT0ybZ0Ny12Ga6-4ht2D1EMjt0AER17mTR5diHgbQ,8XWFz6MNAeeMS1HXt68rIG5Vii4-NLWyFqJcwxfIr9NdFuk,ddgodV2,999
0120g5A4jjTz-DzTX2Rv8iyIdQ4Y_LDGBpIb7Dj4ACmoXaBaWQ-n4exUpTtwZoMg0wXLikYaTv7TRA,ZmyuDYzeCgkwp0Yx8uMLbosQP6Ngkdf1tgrmshbLl_faLmoOfaO-a6pI,nNKqxHgpiVwDwx9R9OsrwnuwVvisTrb_VWsd76Wt71SbFbpK,hayna,999
AAofDBcqYqMugc0MDhlF-02yENUMCEjgsCry6XjMxEqCFCmidKEn8zT3_WXc_-yKDnBnN1SMTutxNA,oZKQLVVpjY57SJrqMHSD3DABFDlnahlg49h_I9QLCgddMA,6gWECHYWcHEIja7Uq9By3Q0JA4dEItVl31cCn3WcaOfbljg,dejan1,999
SuqC6TrQtsvhKb2N1qSUInIlnpFrTkHVEynzFSoldWcIx-ufZ3RpN3NvojkGoZUkj4wk6hiN7Qdc6w,07xuSWkRhLlXHOBh6l4DoiNXrsoi4AwZ704XFkG3udcnmywYxQ-nNRfT,GK4-k13OdsQgcTT_CxVoWY6VT2Dl89GXcpApUfoJP5C1gZkH,Nightmares,998
-soouimYYyLl14A51M6zWe9uMCCX0_F6diOIZECKyru6JnH59G8YsQ5wU-LDACByECH4sF-7EJQM9Q,M9kysToMLZ9u-QtDlpHQdXTPxsNQH7SZHDS8jO9Nxnft8qJzwbGHIsFw,WdFsWPFBO07Ex6GcU8PA8rq5q4cYVRJBsEshnGLMg3h0GWeLlNucPrCwow,TTV Poliko,998
y_0MflJAo5YmTf7zxZi488f_4Y3v8PyqKzQWUI6mdF5XZJXzCMKdSyNOXq94kMNmmVnc3YoWHJRCBA,nQPCo0_IdN7coJvBkGPK132Z8GLYOJBLOC14zszszkganKVqRud0jwa5,B6HZM0iSJz4F345iTuibi8Uu8ym1bFAM42uaXjqYecQZoS2Q,chenzelot,998
P-HMVZcLDH1IPIfL124BvJ2toYXbVYKFnzd-3xJkeCcx6U_PCUvksMDmN3buyFRu-KLIio69kI4SnA,-Q9Kzeor8wRq5qnoYC7Tih5kRYiQUoq2l4Niya0VwRNUwRVcj5u8ZOT2,6C4nVpY8ZoXtWWxoYorBDi10cB7YQCAo5o9Z39RxO_Yuq9An,TwTv iljimaeLoL,998
64atlBubrKzWhIRTc5VpQ6nhhsgKELQQUy0d5CKDViItJXIzuc8nKVCadxPjHXeDLIpSVsfm5DheLA,IVk9QH6Dbd_vVow5bOJ9_XnsLLLA6JxI0NFUsODo4zy12bBBojWWtRTW,2O5N-jgpDOX0acM0I6yz9LL032mI5AuGwP51gVus2aBaZfCHiMrVGHkCRg,V222,998
-Ms1rCoUENjCryeG9hGHZ-5XNW4IXKWGhQq6Oimuk29bzFwMlWU5jLPnjhrT_f6Bmpvzu2xXfbRbfQ,_7yOh94OTe-hCvUBqJDysFjuQtZKdp1y1Uy7FIvxuVpqJMvzyjQ-SY2z,7C3Gwt5ivfF6GrZeAmmNOhGHeqM6Yogz9JNbJFtmYf5N-jCl,Adison997,998
dh1VFluHpGgs8yV08rI-CKzBN31z6F312mWPs-CT_C-IPWINlzTt1GiJxVwHnI7_NHK2vRT_OKNPHw,ymKtYJMjUuKyYBoLp6QniFWd3u7U0QmEDmxp_Uykp3-CHA,L5PXuDsvs-QIfDOTfOwE075XX_IAE8Bk9GJZo28YpKA1xXw,LVP SUPPKING,997
UmU6bT2nL4jcxXp1P8hG2DlnYeWx6P40k6BYbUGI_nEVqpTWPQbigl4CZ9t9o1xCIkLcrGVJL0yw5A,mh81m0-z4Umku6rW0pnOyYnC6u-ED2uGXSpb_r-_soRbjlA,skhlhvxLIXSLQ86NZHqsd4AhuH_e2doZ9ihb5wK4ANRFxfI,FGG,997
U-B-NNUrT7dPepuCe_RG8s5iLBbOoV5VFKMjRk-zeqAtITheP_4U1npmEgpNHGE9cU51xG91edkHQw,GZ9u1PAX-L6c3cVrDREJM0XzbK_3jUn7xE0XHs69KLS0bzuZ95HJ8eKm,OKk8bWljTrqiz7XBKX82H_EDXxM54VzzpG91M1jyrXNHlJO-,IREIKlNG,997
RSwQ09e4N3guEwuLzrDqMh-jGm56HWmLo2zkqYA0cvG5GQt_TF9LA3TMmCQGNEepLKySLl8EH31kRA,AXs0JpAeEnva247fG9e2Eb_vfwO__OotOwEDjGJlcJxkKfc,h8guJD9U5Y_mfNrxzwyYTV6bOvDybWNMkQO4MgdYU0PNIyQ,Coatpustmain,997
DIqyAgnUs-jM2WnNlpVGfl7O1fnbGfXrWcn9RAniP-rmgaugeep1w-UMtstG0Q490iuwuzxtZuSEzA,P129cKXE5uR8-h6LmT615AGhxZ0Gx6r5LfHlUA7RoEMh5Jg,g496C8LW7FJZXDVGQ-BqlFXbtd4qlIsU6ZLC-9yMClZb3H4,Unméi,997
rbE7c_u0CJsdn9aTN-TAucZVStEtXoFXB5rS7to3-yFWhj95ZzsBknRy3KxloFW_tahfM8AeRMRxnA,gXBavKhCvEfo8Qi32MP5VnLURq1yG2GFu4AqHg5aej3cFUaPyVK9uKjh,w6zcOdN9BAvc1vMOPGT8VZyGL-eOvApsCKd29ymeO6ucpb7yEZEyOuR9cg,Rαfikowy666,997
0NI3pPTXmEQO2rZhchM9a5pEpxFcgMVSw1kzJekXV_Emi3al_0HtUX6WBRx-Iz4fHvS101HBGeD6fg,yGdyQbCdvbEHRasLj0WofnoZzEmisnHj-zFIy02q4ACJW2u_fDFi51p8,cOtUc0_ArmilccVbbPeDlrU127BikFvUGqwc1haV8hckvZSnu7gVYoECeQ,MazeRunner0xFF,997
HmiggEP8vMe59vzCIKMd_lyCzTP-i_PubXNsnn-f8a5pOQnZK3fqGQq4Dfmt_do2JgWRDAk7lGiKMw,BEDp9mEXbobaIzQaeAFn6McXDNblgDvspOYMQwuJbtYOXA,4VVceTqsRIt6-2gprPigVucukLYK8STvobdRcGBJslWEqtM,motus vetiti,997
PuuGQ3Pc-2b_UYqCvSlDkzRpjsSqmoH1jLL7ah1EZzo5ZsMXfSSfdzy2u1qISPLrHbzpMmilkqf0AQ,hPyJN9tdaP0K0-2pobuAhuMWHwdQhTGi43krH8LBvwwOP4TMxhibzbF3,DNayPa0g6wl91hbQ9gPAhQ_urru9rAJR0r9fCQHG5PzlxTGP,asdsadasadsdas,996
5lhkuMYnCnehavEFrfIAnK2-rUgjzpECJtmTAisaujnrXjyJBFkPF469cyxGq-XEp-KPtKUJH9E3iA,D8fn8Haj-w4PgvPLqb0TCpUUEwGFElTy3F8PRdCCSRbTWNI,zaKzat-uidjn4piGkUOAOOmKGAP3_dfT3n6zZAw8Z6JBnoGL,424PHL,996
L_SQxIk8Og3o4DEs6jfoSFiVqCN08TDN5ePFMc4HFHZBHpGrj-H11fiziNZnucMdrewrnTR_nvsQgA,tnvQedxmPoYiDpjVH85DnVZxPvUG9LpCnU2OXwQxl2RCwFw,aiS3dFFqTYVnlu3iR3CDXauvci9VVAglZpZO_sJuAzYLdvs,Misanthiel,996
tKlBvxbV3JKItChJpD51VJ2jqydLJ_AD7Bgq2Lb9cvVQ_LBridE0dB1OYD4NfP64myqljgEYDxL5Zg,qsv8erL5L9jonOn8QQ1Zi_RsvQTx0vfEYtGryX-g45CBbA,CUduk37M1tBS3OJuiqlPzjsTlIe8vGAPbkZGFh4lTxCmgHA,Kakan,996
Da07MYFoGtpVqd_P4VVo6p1_OfTl8Sg9kK1_vuZm6EX00qxD96xUQcnWft-RppRfWPD9SYvLm4gzPw,el0tKLrm9e5qZMOJQSYp2pu3Chu5yPkzcwG5AmrK9hNPliy6Q_T3VHFa,liaeUAjyrsTxJLjNydH46nOMYXKTcimhwZVHkpmbrmxrTvPq18alS1IqQw,Adam Smαsher,996
9o_FDlGCwLItIDm3MpRhR0TfWpkUmCAf0IEwObufB0JPTWTEUsIvrDyT-cXv_KuxD4wqpqfXzLncXg,3tkeSlX7yMp--d24j604qgu_1_IrYyWWRF1dgPTr8GUhfOw,zRVbDjCfSPCqvmBJPyAFIn8uRcsphAimJrBGc1kzYWgD5Dc,Vhagar v2,996
ogVGap_HnVU26f0H82dwMPkY2V-Z6x6w3UwtFgZp6GUvR3JfqA6fxxgEYgA4OVeBrhFQhO3MKohr7Q,9Z7jDBs_HbYiQbcHr2MzxT_BGKsievTEipRDCjYIpEFetqQ,nzi5mC5lalY945YvLMVPwZj-_pBGV7YH15SPrLCaeuM_iPE,Jυnk Dog,996
fxcpMO8LEJGXXziCh2KKhPqK36R1EgbtFZGV6IPYGxwbAs4XbnCo_z4r57JZUnEevepWPwo_FpUfpw,FxExbEUCVhCoBdUQGCk0onlFEJfhoGonxOZzldDyz_by5TQRcYn4R-Xf,dueupY1uuurJE4XCywtSBrVSJjGbUaqjsIgdfNYuSLnftGeVhDX1T4pO0A,wo taoyan suiji,996
O72vr6OilTw4hHQu6cMRnXJP7jZNtI58b1VCbEoVOAwSjsB8WksIRj6MK1kk0T49GGY7Z4sYIuo3DA,UzUwBFzGCkkeL5VXMl5ZnDUJTJ4FYZvfT0QblVouB-f0iZ5Wj4ue_Mea,4p_wFcv8EIaL3GYBCEfQXgR71JhXqMoBA1G5fTFWhXO0FeuPKDtezrGwPg,Wufo9,996
PcgOcGK8vfwoCruaFYjErvWxHYGqAUOcuKRBUqRLCnBu4gHfK6-9auuo6mMu21Of8kJSOPWktMqbXg,RFfJ0so5N026LzE5cyrEFraPk2KrDOaw5707AAhRFGCcRJKgX6bKpEaw,NHwo5UMyk82-wu1jBkPWHlTJVMKJIwE3kXPXv0u1kWWDM8V7,Oblivion Blade,996
qh0MkRkEqaSTURnyvQTs1I7xJls6nvX_pY1EkAnuOFWU8SZ1WeD7aNFZ46mZyYgNuqk7srLYOVULsg,Zq51sLq7lLi7-dpHbP2fghzoIIgbNwOX0-4PeaWyxBrPPGJx7VHE5rOj,Xnl-ZTWSoq5G9Cv2nevZwG-zDYT7BduBJSfu06XJapIE_1MgvOmx0ErdMQ,TwTv Scripter1v9,995
90DuZW88beyqkQgmMBDPdFrYkhrGYCE8odsg564V0GYAhUCgTNPwov0J80MNS6ZvqyNTs44qJ2oNwg,Vuo_ebc9peb89u2sZauxaM_QBsA_GsfQh9aeY-FmPO54eHTMe9bnjBbD,Y2oQj1Qq_mpC8bFm6DbREN7ikYbvhE_AhV5ZwpA-D14PnkUt,999DHVS,995
KrRjFue69LZ-g7ViuB2NPVrv6vVUARUGTo94PV5kA4-hgGBRGKv8dFSpns4OOD-vwp6YP-gZ82TnVg,CHGJ9cwMl2V7MJGBTqzJWnPVZN3OUTJc35W7nAd8XJj1Zgc,VeeJT6_7PXaTyuJaG-WXcsoMBQqo8wRuCVTfKi8BuiyesuM,septico1,995
j4Vs5Pn4Gn8_929l7ogObM9s1xeLz687cKOCKhof_QbbnDP6FjvrFnFIL8R2UhD3Ukd2-G6dykVfRg,wdYB1-PBIfGfJmAkZLdUslBLOyXJO38P9cOy0vfZpKooAQ,WJ4BgxFMgwyT6gSBpEbnkQskHFQvWVfviWjp-BsMs_gkYbg,DRX ZeKaymin,995
_RBzJ5q2A9qX5XVr-JS9YVawKlY8fjzjkOZaG8wFZ7upLVbLY2PAEby3bXN1Zv062bYLmqEOuzfcRg,gCc7kCZC62W6WOgB4Z_rPdwELWI2npPwcn_n0-pCNR7tvxM,Ft5N_vNmlq2YKkFGT59y9IlyiDI2bQXBK_rJfj7iHjCoCtU,unforgiven1111,995
pbsz8qGr-9LYJChWpPVTJXoipf5-Fa_r2MHnzp9TMKOUkyWINZ1QhDPy9qkYg8mpfcK-vuzd8ka5Bw,dslIB9OAybP8eqlMOET8iuo83ByvIt1Kh7b1krnzvwMWUg,D6PdTQfE5yTRAg5hbpDKMkv_i3wPzCNyp8B-i_9IVhONz8I,Quinncidence,995
bH9vLAx41wxH7gILR3Gek8X7XrhXqHTL8y-jPm2ei0aXze0nwJ61DUKA6WASbkZqStkigSyXA3f-qw,vyAftfkbDL1_M5CaA6aYPm-bO9DeoQQAv1jSHo54txT4dFwJgvZ7K3kv,_g5sCcCe2VjniaQhz98pGauuvq27wEdD9s40qHx26thV4AJG,Pelloquin,995
KTuz3Uojb3lxVxK2qiOn8ojA9tDQUTnA1FDBzrWLa48XN9SaGVL3EZXTxuXj3cBYGeCKYGB1NOH4CQ,4927GmaYGqTbpdN3WdcLLVqlsG6dyi7VSpxGQ4Sxz2t94nM,SEWsxtG3ZQVQOzqfmeI4hFgbNMwIM9K5ZNa3uHxGA27u5js5,wx PaoPaoPW,995
oYkUcTBb6FdRihCu8wDbu7iA7Bwu8fDOr3CaIzE72YOvX4GeaBWjq7w5ihxu3ryHae7oDg7Sj33aYA,5cZdi_FRWjs8PBGkOe00foK65rRzMFpo8SIjTF5LgFrGwg,snSghy2YBa-6pWdSbLmO87YlTK6PDjGJVaHhaQkMVZr68-g,ThePowerOfDevil,995
6euZjh9bazwJJzHdKhbKgyYftzQGWxdz2vvvFhUOdOitfPQ8GEfL6ZIlBHL5M9VhXwInuOI7Y6rfuA,im2NjJp1wNSGKMCZgK7JZGfCsLB-mlWzHkT3h9D2XJ5f5Mopl3C4EaZw,E_UX4OGGu8NCvPsLQcg4pCBVNyoG8D9F7L1IdYYo9u7hUxM7pXQM3ChPiA,LP750 4 SV,995
p0UcFVMSWm1PeKfqKsQRvukAiKVBgSwxMxRhs-SgyRct7XFKSVS3lXh8gFLF0aZi0oWoQDiQ6JZt5Q,r3l1_AGWCUWr51tKQl0_Wegmmn2W55FgR_am7pkIRy6h0FA,ju5JA7CYF8R1I_JtO8RatGVn91KgHYOF1tdvfZOltQS67UM,Seelame v1,994
laU_9Bt6GH6RtXn8fGJkWVP96eh_tdwl7du3PjG_1hep2UgKD1HPDColV1N4JxbvX_-xLoMIfFoyZg,Q8K0_6VtV--S7AOdOVJyU8RrTevrYO9IKr5WP0-Iz--lNFkTvFd-7KD1,paGQ9A2aSnDzlAQH_rOzpHEXE7LmjYgj6ebj8P4DpmLADnJ1,Ehrenstein,994
3gQ6rBFJSV0SaxunZGaLTSd9IvIOegC33fjB95Ato-wJIoRau7fBrTw5Mj1UObrplw1WlsGjScoPCQ,lZKOrj-DdHun14enM89W5AshBbbWkQC0fCjSj-PcZk38VQ,DN5CJc_rRFO9rudm5yagBQAiEvsR_pM3cyKVhDYNxvizrbo,Deádly,994
Y_lahS0fGeUSy751nVtItPy1B13vBfn5Yzwtd93-c80DYQNkfMSpA3vdWicgqlXbhclWBhYDwuNhbw,phTCN5Sfg9nhQHTpanBvcqBakLaG3K87AVQG46667qFBLn4,MN6vfKhgXA-giMKpz_dED34dEB-wV5EQXte_elcuef5hIRk,DuαLL,993
Y8EtmJ2dyIkW-olwiEtCB74Jo4bG1DNzu-Jzqqrt4DB1aStlICq3D0oRey7fiMZDPmVfo68J9ZsrQw,vXuGmh8DpdTqqh_ixu8yCs2bKkWK0xRZWBaWpCD3gu2yzg,l4T5ABq-tjSmrlHBAeG8WZS08kIRwyAMYBx-6KNahRYapIk,i die lvl3,993
E_YbLXsxRTu2Yvt9PW8bEtQKoVeCj40nfJ35fBHReu9p7D8AniMR__dmwfqHMSXIC249SBhtnJBbBw,SepeLQnhhtg5JEbIiMxIxV8_TomUUDV0zCD9Ik6dhXRLkaM,Uo2vOOhav2vb0zH3UbyPgcieAih39BpCnheoby1dQMkZ5b8,invicta23,993
m2nPyWwvYfbdAi-ixMa8pDP9ganyIu-tnH2iMIdhjn99sb_S-7SqpBN7S3BL71HBORMqWPS7jGvKEw,WXDQ2TZodTInWoB-aPViLx4wFj7c6bFXiNrTeLMmALWrbIJZ2t3nlcff,J68FVkCFjxojhc3CF6Fcg1ui8WFgatW6VgxqrpvV2rshQ8oB,sheøqlf,992
ft-iNcai3ORxKsIP45fYZPsezCi7aVHkbOdzlSpyaiZMUd-03gaweMdP9WPCS2Lo0hT5wbMquyK34g,u5OGCGZGHti-3ki7wlG7pypUZpiS7zTjX2U3tjxqsHKDKA,HK3gZiygTPTUbmI_yI1Cd9U1b605dyCthbPYJIjpDpE00qU,Tazaku,992
MsF0ysYU_YzlE5TjKmXSENyNUnRzfuJImnV1MSlipmxCUmvBmbVKHToUm-SARCnCqnJON2zNEQ2K0w,hjRV_DeTpFttu3qDjiJ288a1wDdafVuOdYMOcwmfcdLBlYs,Iib2RXYeT23mos4tR_TsRxls4MPunxVY5fStmEZSsJDF6hE,TheRoyalKanin,992
Op5x9jldMNFnWtsS2cHrvoYLpjK2X6dGBHEa-pfJCQRq1i148cLWsLFIhjQAk3kzfMdMUEWZhK_CsA,35zaVdJeFody1XIIbGXzORg7ihJnGlSJhZhZ5xXiby9ifA,GyZYbX1RVG8Ruj79GtmF60qR7oO9F3VUbQfbLcGsiaVWeTs,Kim Sang Hoon,991
HAMexxSya6zwbztKvYpLxBEsFw8IZzI-xCN_zsCX5ljGgRPsFHNm3Mae6QAv6x8Z1g1kN_j_tc0Jaw,2tNdCnCaLn6CLrGp0bAlYtbAPU-DQb7KLEDps7GevgNEFQpeFew2EG9T,rBIouJZe7MN10AsrGAZuzNc9y7t2-sO9eXYJSzci1hKj2ym_qIRiagotjw,KE Palacsinta,991
PugTZ0_mPjv-G7TCud46qQASicQW3tDKLn26g5v9bvO2_zLCa_3vt565_aTABD61vQSn0rKPSa7MtA,xoaSwqx6gbbMoDHzsovr7jVDeIliYzwpsz4t8_jrnjv8dc4,VTygaByTBTLkq8K2IoYWV7Ekf8wgzGIvQIcfkygDH4tOvBQ,MartHR1,991
aOD_40-yLqY86Rn_6uZ-xRXZcC87r04_mdnR1SREq1TTdPAI1ul-lUlKWVUPOSkT0gJgxlWMSIi5Wg,PdSNHZkkV0kjlullm6ZuFMl4FOnN6j5d-IuLtLItaTL2_c8xlsnQjojf,a4DnArHKdf7TevfB6XOrQPD3bVgpITVDBN_gUn2fDZoT_uaI,ESBSajator285,990
K08NjF3ud7mqnUGyn-MQ8YfNoFxWEUOop_JrIIKjjH1kCoq8QIc4Hqa-xtXNErnrZkSRvgtCiM9rTA,x8hlohrJEeTfEfOwZiUlqksbUIwQoVhIR9w-RLTmzopn1w,_yFpbG_UGSEFt8fnngIoj7GmEqmTFlGimyUiU74vSV2Y1z0,2024thief,989
c1yPORmrP6s2q8v6nVp0ES04Lz1Zz3UXkSQ68Fz25H-RrfRVS5Bafvbx9Wf9F0K-9sG6ZEwScM2u1w,_QeZCLEVqTK0O9MVxi1GnCx7Z2zG2uVuONilkzPMW3Stop3t_apwpEpS,srkMEmGa8hT2xkkFwl1JAtkuZQ--HBUcvkaloGANT6fbLMl8,pipey,988
qFk0r3FE2ei23-pMeBqfWdhYJIGxf3GSGJe66N639KsJdadMtGACJshBrrFiPa0YVVqP4u2C1FZKUw,mmZ_3ooUo6W1aJgVi0olg_Pj0g89suzwqmBHB4HDwNvlRg,VQQ7lAvMHkyuw6GfJDzHpBX1UG_xvtZH_u3p9JXpiZVt01w,LFL SUPPKING,983
xSO7EpEQTxLFYeKrFns56RgsHbjXnuEFo0OqTob_31iUNA2XZPC_YqaPzooHIS780g2peYjGt8Cugg,yWmGw7G6veMCu2zAu1LskZ7AmutQGkL7VVDH0bPQ5ybuKQUlRT_QNivW,iNjhRJdE7WQ-EBZWFZlmpJiRa0DPdl2kcEB6rSm8nPdc4Zy78FpBGI5ayg,AØH,982
e0SQfTWdgB09B6L0qELrI5IX5SH5QdBAKNgahG8BHCIUESfH9ug3h7ISmCtnAbF3oKhJ2hDkx8OVFA,ocHzPPX_070yF7zt1KwIm7ImC0_1WoFH8o0vfqlulOobkg,C70sdPpTXtO3WyKtoomTRG_M-G6v_hc9owAEjLD52Pe60P0,Kobbe,980
b3CVCPo0rFsTbrhsM8jbhRux6QNR0nuPN2e_CLVvuceKnMExQ-NWfIdV27pknijIY2QdGSko-CM13A,THll5saQqhOhkdOyLcZnxwBLQki70tI9rs3oHjyKdXIWKUg,TgYJRtTyfD5Cih0vTLPhwMNXzjToNHnTVDUphTyqpdcm8zg,Buff Delayer,979
DS-QEGa9MyN83RFLCEbvsqIWRZmNgFra_K2WsL2n60e6t-lf3ebIHMld_2PLfIQlqVuefWuxcF9VWA,lWXOysUzPkFWOemNhLJXwSN4xw3HYXXIFoYiEyxI_5FBYg,vt60whTY9ifuuDl87FvYg7LDA-o2tai129v3gF4xwexXrGs,Veignorem,973
I_7EF-6FjOLz2yvDAwyQA_RsnnegRPHutDcciErukfyrB5eHl_2_8qX5U17rg72tGybsHRrpkuSLIg,_D2QufSR6yrhiCNqKvcWwyq-hfpLb4Sp_1uc8BbkI4uJEY0,yR2fPjeyc0X5WaZSViHy4tzxUtfT7eCgblftBlqm29vRkgQ,651818520,972
7ToTsx98IdFd5RmO1FutgrVB7HIv0wAO8GSsnsmEFDWGU6QEOwFK9rLMqiZQ8cOf75c21vG8jvZ_UQ,BtQHzlvO7UJqU0iveZSYittsF05slOEWVVo5Hl4qU9jcWquJJ-EnpP5w,RQvFkgXUwWPAYtRm0Tji03epRe83xKjI-gE7HK3dcVPrWx6tGKjZHrDn8Q,Satoru Gojo03,969
b_0fprWXiF04shPI58lcGQrAxyQ-sS24eQIrWJ-1TdCCb8zEUp1HHNsc5X2OACLw3TS5zsXUYmDaEg,7nbUnfJ0wg_e10myOxWTclfe0amLiMeG8uMs8Ih7w73hPg,xOR87AAN0QB9XyY--R5gtn4dqFSkL0jLF4dLvep-aliz8yU,REAL BC ,968
ZVWC2N1Orr6VrkekLB98M0Xq6s044Kee1xApH8W5wDVVbAsuIFubYdeAybcD750Jp7ccg6upGpI6nQ,nwyXf1K59Z3JE5xT9tYyqG_tW1FtT7ePeneq1KjZUxHrhL9YuyPAok5t,uefxkNg3Iux1BquIRkJo9SzlC5Jg0ndX46DUWa3GT9p_RPcx5auw_RLaTA,dm me cat pic,966
jlwL9dbYqZmlATQeAQwfOKYoMBrG04gDrIgDeUfBOdLtCUk1WiALbzZFCw0b4OBqgB1tim0Uetyejg,BXJ23bxHvczGkRJ1QhxTprPAb-As5LlLXChgoMrueD-mo5g,uwbEzkXEbqO6fMEvft2PM7ljgXDlArlq5Y_NGlH7rN3d458,Vιbe,966
NDuQrk2bTzvaZe1Sq5O670YSA1gleqf85FQ1ZtL0Cf0h6xTSa9rKuErur9BLFPaPRIrPbhh_0oVAAw,8zh4I7De9lQvgReJLl7EImjTA7Nj6S8Y1G9SZqDVUvD_4Do,vk5wBhaVAwMmg-i5S_ubX_m2v9nD3XNDdTn-jiZrDD9WBdU,DIV Luke,965
